Id,AnlagenbetreiberId,AnlagenbetreiberMaStRNummer,AnlagenbetreiberName,BetriebsStatusId,BetriebsStatusName,DatumLetzteAktualisierung,EinheitMeldeDatum,EinheitName,InbetriebnahmeDatum,MaStRNummer,PersonenArtId,Typ,Ort,Plz,AnzahlSolarModule,Bruttoleistung,EnergietraegerName,Flurstueck,IsAnonymisiert,IsPilotwindanlage,LokationId,Nettonennleistung
8563881,5515306,ABR959797531238,,35,In Betrieb,2025-01-31,2025-01-31,,2024-10-22,SEE965037255840,518,1,Münster,48159,21,9.135,Solare Strahlungsenergie,,True,,8533347,8.0
9394538,5538946,ABR950651707172,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-29,SEE948005053303,518,1,Münster,48157,26,11.44,Solare Strahlungsenergie,,True,,8533359,8.0
9394931,5966737,ABR962620028478,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-01,SEE928883130976,518,1,Münster,48151,4,2.0,Solare Strahlungsenergie,,True,,8533603,0.8
9395365,5966359,ABR964732441220,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-28,SEE968285261991,517,1,Münster,48151,40,16.6,Solare Strahlungsenergie,,True,,8533943,10.0
9395879,5967154,ABR980064295010,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE988704187831,518,1,Münster,48161,4,2.0,Solare Strahlungsenergie,,True,,8534248,0.8
9395967,5967246,ABR938740154458,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-22,SEE910103775401,518,1,Münster,48149,56,24.64,Solare Strahlungsenergie,,True,,8534307,22.5
9395998,5967246,ABR938740154458,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-22,SEE910367631512,518,1,Münster,48149,11,4.84,Solare Strahlungsenergie,,True,,8534326,4.84
9396022,5967261,ABR901860802073,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-14,SEE983530763235,518,1,Münster,48159,14,5.23,Solare Strahlungsenergie,,True,,8534345,0.366
9396201,5967350,ABR997404697304,,35,In Betrieb,2025-01-31,2025-01-31,,2023-03-30,SEE970682974237,518,1,Münster,48149,23,7.475,Solare Strahlungsenergie,,True,,8534463,7.0
9396316,5967401,ABR937838433352,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-20,SEE973198722408,518,1,Münster,48165,15,5.87,Solare Strahlungsenergie,,True,,8534551,4.6
9396539,5967514,ABR975269240927,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE958462529655,518,1,Münster,48157,2,0.6,Solare Strahlungsenergie,,True,,8534716,0.6
9396894,5967677,ABR966508787396,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE932667229503,518,1,Münster,48157,17,7.48,Solare Strahlungsenergie,,True,,8534958,7.48
9396964,4370930,ABR911397853943,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE970596600826,518,1,Münster,48155,20,9.2,Solare Strahlungsenergie,,True,,8535008,9.2
9397617,5968023,ABR968439853287,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE984283155209,518,1,Münster,48167,2,1.0,Solare Strahlungsenergie,,True,,8535478,0.8
9398755,5968552,ABR977991297637,,35,In Betrieb,2025-01-31,2025-01-31,,2025-01-31,SEE983753553514,518,1,Münster,48151,2,0.8,Solare Strahlungsenergie,,True,,8536321,0.8
9399030,5968535,ABR955924071059,,31,In Planung,2025-01-31,2025-01-31,,,SEE998913805976,518,1,Münster,48161,10,2.0,Solare Strahlungsenergie,,True,,,0.6
9388138,5963548,ABR973722856517,,35,In Betrieb,2025-01-30,2025-01-30,,2025-01-29,SEE933915948269,518,1,Münster,48167,24,10.56,Solare Strahlungsenergie,,True,,8528919,10.0
9388272,5963606,ABR937903374634,,35,In Betrieb,2025-01-30,2025-01-30,,2025-01-29,SEE981574757456,518,1,Münster,48163,24,10.56,Solare Strahlungsenergie,,True,,8529008,10.0
9389808,4997765,ABR928176163346,,35,In Betrieb,2025-01-30,2025-01-30,,2023-12-20,SEE990958284310,518,1,Münster,48161,25,10.5,Solare Strahlungsenergie,,True,,8530040,10.5
9389843,3213402,ABR982354491614,,35,In Betrieb,2025-01-31,2025-01-30,,2025-01-30,SEE986166230461,518,1,Münster,48161,4,1.8,Solare Strahlungsenergie,,True,,8530062,0.8
9390377,5964610,ABR906792878561,,35,In Betrieb,2025-01-30,2025-01-30,,2024-11-28,SEE944307727454,518,1,Münster,48165,24,10.44,Solare Strahlungsenergie,,True,,8530393,10.0
9390403,5964621,ABR978719301612,,35,In Betrieb,2025-01-30,2025-01-30,,2024-01-01,SEE935509696983,518,1,Münster,48167,15,6.8,Solare Strahlungsenergie,,True,,8530410,6.8
9390777,5964771,ABR974373581629,,35,In Betrieb,2025-01-30,2025-01-30,,2025-01-30,SEE933587415045,518,1,Münster,48163,16,6.88,Solare Strahlungsenergie,,True,,8530658,6.0
9391753,5965235,ABR972131707601,,35,In Betrieb,2025-01-30,2025-01-30,,2024-06-24,SEE912745321527,518,1,Münster,48159,32,12.64,Solare Strahlungsenergie,,True,,8531353,12.64
9391774,1895796,ABR913469890818,,35,In Betrieb,2025-01-30,2025-01-30,,2025-01-17,SEE928267267168,517,1,Münster,48161,21,9.45,Solare Strahlungsenergie,,True,,8531366,9.45
9393415,5966026,ABR970718036625,,35,In Betrieb,2025-01-30,2025-01-30,,2025-01-08,SEE921682628804,518,1,Münster,48165,2,0.8,Solare Strahlungsenergie,,True,,8532539,0.8
8946007,5733201,ABR964528526858,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-28,SEE912567569992,517,1,Münster,48145,4,1.72,Solare Strahlungsenergie,,True,,8528132,0.8
9081720,1447484,ABR964371171229,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-29,SEE972178208918,518,1,Münster,48161,28,12.32,Solare Strahlungsenergie,,True,,8525928,10.0
9363952,5950170,ABR921311549371,,35,In Betrieb,2025-01-29,2025-01-29,,2024-06-21,SEE990994923136,518,1,Münster,48155,30,13.65,Solare Strahlungsenergie,,True,,8525407,10.65
9381465,3766734,ABR950564183216,,35,In Betrieb,2025-01-30,2025-01-29,,2025-01-18,SEE946335403270,518,1,Münster,48167,4,1.76,Solare Strahlungsenergie,,True,,8523968,0.8
9383043,5961049,ABR913168857891,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-29,SEE926936345629,518,1,Münster,48161,24,10.92,Solare Strahlungsenergie,,True,,8525384,10.0
9383124,1732467,ABR995586063504,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-20,SEE930962965126,518,1,Münster,48163,15,6.975,Solare Strahlungsenergie,,True,,8525436,6.0
9383276,2818138,ABR966474933735,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-29,SEE961964313608,518,1,Münster,48145,20,8.7,Solare Strahlungsenergie,,True,,8525551,8.0
9383377,5944224,ABR916424399883,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-27,SEE961735949302,518,1,Münster,48161,30,13.8,Solare Strahlungsenergie,,True,,8525623,12.0
9384048,5961258,ABR909160822142,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-15,SEE958953484012,518,1,Münster,48151,23,10.12,Solare Strahlungsenergie,,True,,8526064,10.0
9385399,5962164,ABR938182113143,,35,In Betrieb,2025-01-29,2025-01-29,,2024-12-13,SEE991613823844,518,1,Münster,48145,148,59.94,Solare Strahlungsenergie,,False,,8526979,58.0
9385585,5962224,ABR963487254703,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-21,SEE995728411675,518,1,Münster,48167,19,8.55,Solare Strahlungsenergie,,True,,8527140,8.0
9385696,5962312,ABR993518072679,,35,In Betrieb,2025-01-29,2025-01-29,,2024-12-16,SEE982303760464,518,1,Münster,48159,30,13.2,Solare Strahlungsenergie,,True,,8527179,13.2
9385928,4398613,ABR912783276858,,31,In Planung,2025-01-29,2025-01-29,,,SEE902082791794,518,1,Münster,48157,120,52.8,Solare Strahlungsenergie,,False,,,40.0
9386470,5962681,ABR919277901029,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-17,SEE913979343217,518,1,Münster,48159,9,4.0,Solare Strahlungsenergie,,True,,8527714,3.294
9387414,5963169,ABR937227518783,,35,In Betrieb,2025-01-29,2025-01-29,,2025-01-28,SEE992694866850,518,1,Münster,48163,29,13.34,Solare Strahlungsenergie,,True,,8528405,10.0
9183428,5857226,ABR905075486400,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-20,SEE939770059638,518,1,Münster,48153,18,8.37,Solare Strahlungsenergie,,True,,8522817,8.37
9222118,5862058,ABR994347064125,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-20,SEE931779204422,518,1,Münster,48163,22,9.46,Solare Strahlungsenergie,,True,,8522735,6.0
9268270,5898519,ABR908615490943,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-20,SEE923522557596,518,1,Münster,48163,16,7.44,Solare Strahlungsenergie,,True,,8521724,7.44
9378035,5958044,ABR921747229588,,35,In Betrieb,2025-01-28,2025-01-28,,2024-09-20,SEE935655531244,518,1,Münster,48155,15,6.15,Solare Strahlungsenergie,,True,,8521542,6.0
9378088,5497069,ABR909873013028,,31,In Planung,2025-01-28,2025-01-28,,,SEE917366119645,518,1,Münster,48147,14,6.02,Solare Strahlungsenergie,,True,,,6.0
9378167,2489073,ABR937471016080,,35,In Betrieb,2025-01-28,2025-01-28,,2024-10-22,SEE975890257509,518,1,Münster,48159,17,7.48,Solare Strahlungsenergie,,True,,8521616,7.48
9378245,5958156,ABR957320110202,,35,In Betrieb,2025-01-28,2025-01-28,,2022-11-21,SEE924034865339,518,1,Münster,48163,16,6.4,Solare Strahlungsenergie,,True,,8521669,4.0
9378349,1788984,ABR979767241714,,35,In Betrieb,2025-01-28,2025-01-28,,2024-11-21,SEE969953603648,518,1,Münster,48147,20,4.5,Solare Strahlungsenergie,,True,,8521738,4.0
9378955,5958444,ABR958547524797,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-16,SEE986004576621,518,1,Münster,48149,12,5.1,Solare Strahlungsenergie,,True,,8522153,5.1
9379532,5958783,ABR950503585477,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-24,SEE968255424982,518,1,Münster,48157,28,12.32,Solare Strahlungsenergie,,True,,8522585,10.0
9379600,3447478,ABR940681346571,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-24,SEE994524044995,518,1,Münster,48157,10,4.15,Solare Strahlungsenergie,,True,,8522643,4.15
9380191,5959119,ABR990226453288,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-27,SEE990853249001,518,1,Münster,48167,24,10.2,Solare Strahlungsenergie,,True,,8523057,10.0
9380421,5959239,ABR948427962870,,35,In Betrieb,2025-01-28,2025-01-28,,2024-10-18,SEE976654017599,518,1,Münster,48161,20,8.1,Solare Strahlungsenergie,,True,,8523221,8.0
9380950,5959529,ABR962571201630,,35,In Betrieb,2025-01-29,2025-01-28,,2025-01-28,SEE925092574799,518,1,Münster,48167,2,0.89,Solare Strahlungsenergie,,True,,8523608,0.8
9381159,5959637,ABR977077689967,,35,In Betrieb,2025-01-28,2025-01-28,,2025-01-28,SEE906259120295,518,1,Münster,48155,,0.16,Solare Strahlungsenergie,,True,,8523752,0.16
9370559,5953806,ABR956746545414,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-27,SEE951598436170,518,1,Münster,48163,4,1.7,Solare Strahlungsenergie,,True,,8516042,0.8
9371531,5954293,ABR977690232069,,35,In Betrieb,2025-01-27,2025-01-27,,2024-11-22,SEE982883821098,518,1,Münster,48161,18,7.92,Solare Strahlungsenergie,,True,,8516666,7.92
9371572,5954311,ABR942230933577,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-24,SEE996348197741,518,1,Münster,48145,2,0.89,Solare Strahlungsenergie,,True,,8516688,0.8
9371807,5954421,ABR954229269406,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-14,SEE973565625073,518,1,Münster,48149,109,14.0,Solare Strahlungsenergie,,True,,8516851,14.0
9372816,5954894,ABR941777996991,,35,In Betrieb,2025-01-27,2025-01-27,,2024-08-28,SEE911567479355,518,1,Münster,48167,19,8.36,Solare Strahlungsenergie,,True,,8517551,8.0
9372898,5945557,ABR950082878151,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-14,SEE940145927353,518,1,Münster,48159,18,7.92,Solare Strahlungsenergie,,True,,8517604,7.92
9372979,5955020,ABR911685072728,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-27,SEE949944288689,518,1,Münster,48151,4,0.9,Solare Strahlungsenergie,,True,,8517666,0.8
9373128,5955083,ABR911245685061,,35,In Betrieb,2025-01-27,2025-01-27,,2025-01-21,SEE995218492795,518,1,Münster,48147,20,8.8,Solare Strahlungsenergie,,True,,8517768,8.8
9367373,5952036,ABR920743865998,,35,In Betrieb,2025-01-26,2025-01-26,,2024-12-05,SEE998530727521,518,1,Münster,48165,24,10.44,Solare Strahlungsenergie,,True,,8513876,10.0
9368121,3633306,ABR937364608477,,35,In Betrieb,2025-01-26,2025-01-26,,2025-01-06,SEE938229882162,518,1,Münster,48155,4,1.52,Solare Strahlungsenergie,,True,,8514388,1.52
9368278,5952532,ABR906162374198,,35,In Betrieb,2025-01-26,2025-01-26,,2024-09-02,SEE953028535149,518,1,Münster,48161,24,10.32,Solare Strahlungsenergie,,True,,8514501,10.0
9369270,5953095,ABR979859693919,,35,In Betrieb,2025-01-27,2025-01-26,,2025-01-26,SEE931277733547,518,1,Münster,48167,4,2.0,Solare Strahlungsenergie,,True,,8515159,0.8
9362441,5935172,ABR952174873471,,35,In Betrieb,2025-01-24,2025-01-24,,2025-01-13,SEE930767233482,518,1,Münster,48149,25,11.25,Solare Strahlungsenergie,,True,,8510524,10.0
9364120,5949702,ABR948265337267,,35,In Betrieb,2025-01-24,2025-01-24,,2025-01-24,SEE954795234518,518,1,Münster,48151,1,0.5,Solare Strahlungsenergie,,True,,8511523,0.4
9364381,5900562,ABR987785374789,,35,In Betrieb,2025-01-24,2025-01-24,,2025-01-20,SEE946733119759,518,1,Münster,48161,24,11.16,Solare Strahlungsenergie,,True,,8511714,11.16
9364503,5921440,ABR900235649282,Amt für Immobilienmanagement (Stadt Münster),31,In Planung,2025-01-24,2025-01-24,PV-Anlage,,SEE960663000093,517,1,Münster,48167,124,54.56,Solare Strahlungsenergie,,False,,,54.56
9364982,5950715,ABR960581488591,,35,In Betrieb,2025-01-24,2025-01-24,,2024-12-17,SEE986088105908,518,1,Münster,48161,23,10.05,Solare Strahlungsenergie,,True,,8512115,10.0
5694293,3796803,ABR986054183381,,35,In Betrieb,2025-01-23,2025-01-23,,2023-08-23,SEE947683302727,518,1,Münster,48167,2,0.8,Solare Strahlungsenergie,,True,,8506857,0.6
9358309,5947341,ABR929210185553,,35,In Betrieb,2025-01-23,2025-01-23,,2024-12-18,SEE909341480376,518,1,Münster,48159,15,6.525,Solare Strahlungsenergie,,True,,8507613,6.0
9358588,5947489,ABR904295004937,,35,In Betrieb,2025-01-23,2025-01-23,,2025-01-23,SEE959304131203,518,1,Münster,48165,4,1.74,Solare Strahlungsenergie,,True,,8507796,0.8
9358886,5947638,ABR901311781360,,35,In Betrieb,2025-01-23,2025-01-23,,2024-12-20,SEE904606239591,518,1,Münster,48145,21,9.66,Solare Strahlungsenergie,,True,,8507993,8.0
9358943,5947666,ABR988922739126,,35,In Betrieb,2025-01-23,2025-01-23,,2024-12-19,SEE910217588263,518,1,Münster,48165,24,10.44,Solare Strahlungsenergie,,True,,8508028,10.0
9359323,5947843,ABR963755046832,,35,In Betrieb,2025-01-23,2025-01-23,,2024-06-25,SEE996524126855,518,1,Münster,48157,27,9.105,Solare Strahlungsenergie,,True,,8508279,9.105
9359719,5948030,ABR992390896663,,35,In Betrieb,2025-01-23,2025-01-23,,2025-01-23,SEE924464271892,518,1,Münster,48155,16,7.2,Solare Strahlungsenergie,,True,,8508549,7.2
9360202,5945921,ABR956354697246,,35,In Betrieb,2025-01-23,2025-01-23,,2024-11-26,SEE924796455205,518,1,Münster,48157,56,24.08,Solare Strahlungsenergie,,True,,8508893,15.0
9360908,5948660,ABR917605955782,,35,In Betrieb,2025-01-23,2025-01-23,,2024-07-15,SEE913072795258,518,1,Münster,48165,1800,18.0,Solare Strahlungsenergie,,True,,8509381,10.0
5493269,3665279,ABR947540326958,,35,In Betrieb,2025-01-22,2025-01-22,,2024-03-27,SEE955325766585,517,1,Münster,48163,240,96.0,Solare Strahlungsenergie,,False,,8504647,90.0
8774400,1006928,ABR972884522681,Stadtwerke Münster GmbH,35,In Betrieb,2025-01-22,2025-01-22,PV-73 W+S Surreyweg 8-10,2024-12-08,SEE933229094812,517,1,Münster,48167,122,50.02,Solare Strahlungsenergie,,False,,8505418,40.0
9353496,4157582,ABR916788398041,,35,In Betrieb,2025-01-22,2025-01-22,,2025-01-21,SEE956792116033,518,1,Münster,48151,25,10.12,Solare Strahlungsenergie,,True,,8504283,10.12
9353633,5944945,ABR981852979884,,35,In Betrieb,2025-01-22,2025-01-22,,2025-01-20,SEE950544696057,518,1,Münster,48165,18,7.74,Solare Strahlungsenergie,,True,,8504379,7.74
9353985,5945118,ABR946298495473,,31,In Planung,2025-01-22,2025-01-22,,,SEE917376773820,518,1,Münster,48147,11,4.9,Solare Strahlungsenergie,,True,,,4.9
9354951,1006928,ABR972884522681,Stadtwerke Münster GmbH,35,In Betrieb,2025-01-22,2025-01-22,PV-86 W+S Kentweg 5-11,2025-01-20,SEE904644944945,517,1,Münster,48167,70,30.8,Solare Strahlungsenergie,,True,,8505327,25.0
9354991,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 77,,SEE900703036750,517,1,Münster,48161,34,14.96,Solare Strahlungsenergie,,True,,,14.96
9355014,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 79,,SEE956296091331,517,1,Münster,48161,30,13.2,Solare Strahlungsenergie,,True,,,12.0
9355035,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 81+83,,SEE963456409271,517,1,Münster,48161,52,22.88,Solare Strahlungsenergie,,True,,,20.0
9355055,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 87,,SEE953867516941,517,1,Münster,48161,36,15.84,Solare Strahlungsenergie,,True,,,15.0
9355075,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 85,,SEE970840839460,517,1,Münster,48161,30,13.2,Solare Strahlungsenergie,,True,,,12.0
9355088,1006928,ABR972884522681,Stadtwerke Münster GmbH,31,In Planung,2025-01-22,2025-01-22,PV-87 W+S Gescherweg 75,,SEE928970215067,517,1,Münster,48161,40,17.6,Solare Strahlungsenergie,,True,,,15.0
9355589,5945921,ABR956354697246,,35,In Betrieb,2025-01-22,2025-01-22,,2024-12-19,SEE908899944484,518,1,Münster,48157,35,15.05,Solare Strahlungsenergie,,True,,8505724,15.0
9355915,4730085,ABR994356395739,,31,In Planung,2025-01-22,2025-01-22,,,SEE977255975981,518,1,Münster,48157,14,6.02,Solare Strahlungsenergie,,True,,,6.02
9219151,5873934,ABR915168447331,,35,In Betrieb,2025-01-21,2025-01-21,,2025-01-20,SEE919690015938,518,1,Münster,48155,20,9.3,Solare Strahlungsenergie,,True,,8502554,9.3
9350411,1323137,ABR941331868993,,31,In Planung,2025-01-28,2025-01-21,,,SEE972106430305,518,1,Münster,48151,12,5.58,Solare Strahlungsenergie,,True,,,5.58
9350440,3039266,ABR972143867195,,35,In Betrieb,2025-01-21,2025-01-21,,2025-01-15,SEE942738400410,517,1,Münster,48167,755,335.98,Solare Strahlungsenergie,,False,,8502201,250.0
9350937,5943557,ABR935494431019,,35,In Betrieb,2025-01-21,2025-01-21,,2025-01-21,SEE996505019466,518,1,Münster,48167,27,12.555,Solare Strahlungsenergie,,True,,8502493,10.0
9351544,5871086,ABR965148506770,,35,In Betrieb,2025-01-21,2025-01-21,,2025-01-07,SEE975719124890,518,1,Münster,48163,32,13.92,Solare Strahlungsenergie,,True,,8502904,10.0
9386039,5962472,ABR918707713119,,35,In Betrieb,2025-01-29,2025-01-21,,2024-10-02,SEE917642565098,518,1,Münster,48157,28,11.34,Solare Strahlungsenergie,,True,,8527411,8.0
9343326,5925516,ABR999310431317,,31,In Planung,2025-01-20,2025-01-20,,,SEE999017394076,518,1,Münster,48167,2,0.8,Solare Strahlungsenergie,,True,,,0.8
9343741,5939783,ABR934118724582,,35,In Betrieb,2025-01-20,2025-01-20,,2025-01-08,SEE952894359163,518,1,Münster,48167,16,7.04,Solare Strahlungsenergie,,True,,8497700,7.04
9344467,5940199,ABR909525667906,,35,In Betrieb,2025-01-20,2025-01-20,,2024-08-02,SEE905373015364,518,1,Münster,48151,20,8.5,Solare Strahlungsenergie,,True,,8498167,8.5
9344990,5940448,ABR985601216305,,31,In Planung,2025-01-20,2025-01-20,,,SEE948198675078,517,1,Münster,48161,2246,999.47,Solare Strahlungsenergie,,False,,,770.0
9346074,5941002,ABR924148834795,,31,In Planung,2025-01-20,2025-01-20,,,SEE923930170608,518,1,Münster,48163,12,5.22,Solare Strahlungsenergie,,True,,,5.22
9347077,5941570,ABR975967271872,,35,In Betrieb,2025-01-20,2025-01-20,,2024-12-28,SEE995669750772,518,1,Münster,48157,2,0.001,Solare Strahlungsenergie,,True,,8499972,0.001
9341361,5938545,ABR963305687447,,35,In Betrieb,2025-01-19,2025-01-19,,2025-01-17,SEE954561905802,518,1,Münster,48151,2,0.6,Solare Strahlungsenergie,,True,,8496039,0.6
9342288,5939072,ABR973289698810,,35,In Betrieb,2025-01-19,2025-01-19,,2025-01-09,SEE999117150343,518,1,Münster,48153,29,13.34,Solare Strahlungsenergie,,True,,8496650,12.0
9288600,5910268,ABR990465834244,,35,In Betrieb,2025-01-18,2025-01-18,,2025-01-18,SEE968625297413,518,1,Münster,48163,4,1.78,Solare Strahlungsenergie,,True,,8494291,0.8
9339243,3900799,ABR990327604589,,35,In Betrieb,2025-01-18,2025-01-18,,2025-01-07,SEE909835154530,518,1,Münster,48159,13,5.98,Solare Strahlungsenergie,,True,,8494520,5.98
9339463,5937447,ABR910143523673,,35,In Betrieb,2025-01-18,2025-01-18,,2025-01-16,SEE949418479452,518,1,Münster,48165,4,1.74,Solare Strahlungsenergie,,True,,8494677,0.8
8928860,5723731,ABR910348377040,,35,In Betrieb,2025-01-17,2025-01-17,,2025-01-06,SEE917145357640,518,1,Münster,48161,32,13.0,Solare Strahlungsenergie,,True,,8493269,12.0
9335347,5935220,ABR906793106540,,35,In Betrieb,2025-01-17,2025-01-17,,2025-01-17,SEE913664588763,518,1,Münster,48163,2,0.8,Solare Strahlungsenergie,,True,,8491798,0.8
9335520,5935325,ABR931641719504,,35,In Betrieb,2025-01-17,2025-01-17,,2025-01-01,SEE943191572539,518,1,Münster,48157,16,6.96,Solare Strahlungsenergie,,True,,8491918,6.0
9337583,5936370,ABR981835307925,,35,In Betrieb,2025-01-18,2025-01-17,,2025-01-17,SEE985827897203,518,1,Münster,48161,6,0.85,Solare Strahlungsenergie,,True,,8493319,0.4
8650408,5566088,ABR965407190306,,35,In Betrieb,2025-01-16,2025-01-16,,2025-01-13,SEE952856996917,518,1,Münster,48161,16,6.96,Solare Strahlungsenergie,,True,,8490918,6.0
9266296,2466492,ABR962969967483,,35,In Betrieb,2025-01-16,2025-01-16,,2025-01-02,SEE999946959308,517,1,Münster,48163,238,95.2,Solare Strahlungsenergie,,False,,8489285,95.2
9330005,5932487,ABR946363251621,,35,In Betrieb,2025-01-16,2025-01-16,,2024-11-29,SEE961737204522,518,1,Münster,48161,22,9.68,Solare Strahlungsenergie,,True,,8488155,8.0
9331065,3724965,ABR965653106465,,35,In Betrieb,2025-01-16,2025-01-16,,2025-01-16,SEE965696271205,518,1,Münster,48167,18,8.01,Solare Strahlungsenergie,,True,,8488889,8.0
9331711,2514251,ABR901128129409,,31,In Planung,2025-01-16,2025-01-16,,,SEE995763712188,517,1,Münster,48151,120,49.8,Solare Strahlungsenergie,,False,,,45.0
9332571,5933774,ABR901175782695,,35,In Betrieb,2025-01-16,2025-01-16,,2025-01-15,SEE987086582784,518,1,Münster,48147,2,0.82,Solare Strahlungsenergie,,True,,8489915,0.8
9326105,2371709,ABR968353458407,,35,In Betrieb,2025-01-15,2025-01-15,,2025-01-13,SEE923285965836,518,1,Münster,48147,33,14.52,Solare Strahlungsenergie,,True,,8485443,10.0
9326331,5922177,ABR952484174282,,35,In Betrieb,2025-01-15,2025-01-15,,2024-01-29,SEE953674850214,518,1,Münster,48165,12,4.92,Solare Strahlungsenergie,,True,,8485603,4.92
9326457,3235217,ABR963369710617,,35,In Betrieb,2025-01-15,2025-01-15,,2025-01-07,SEE931665321301,517,1,Münster,48155,239,86.7,Solare Strahlungsenergie,,False,,8485746,80.0
9326552,5930731,ABR909033780548,,35,In Betrieb,2025-01-15,2025-01-15,,2024-12-13,SEE993825093190,518,1,Münster,48167,15,6.88,Solare Strahlungsenergie,,True,,8485754,0.366
9327390,5578321,ABR963246309347,,35,In Betrieb,2025-01-15,2025-01-15,,2024-12-16,SEE927903316987,518,1,Münster,48159,14,6.37,Solare Strahlungsenergie,,True,,8486317,4.6
9318841,5926676,ABR914635604512,,35,In Betrieb,2025-01-14,2025-01-14,,2025-01-14,SEE993827887025,518,1,Münster,48145,2,0.86,Solare Strahlungsenergie,,True,,8481980,0.8
9322272,5928534,ABR988510023583,,35,In Betrieb,2025-01-14,2025-01-14,,2024-03-22,SEE992376922461,518,1,Münster,48165,6,2.49,Solare Strahlungsenergie,,True,,8482737,2.49
9322323,5928534,ABR988510023583,,35,In Betrieb,2025-01-14,2025-01-14,,2025-01-07,SEE917011992241,518,1,Münster,48165,6,2.49,Solare Strahlungsenergie,,True,,8482765,2.49
9322756,1223946,ABR965403367931,,35,In Betrieb,2025-01-14,2025-01-14,,2025-01-14,SEE910037067306,518,1,Münster,48149,16,6.96,Solare Strahlungsenergie,,True,,8483065,6.96
9323027,5928917,ABR966478524830,,35,In Betrieb,2025-01-14,2025-01-14,,2024-11-18,SEE931726547015,518,1,Münster,48155,24,10.44,Solare Strahlungsenergie,,True,,8483265,10.0
9324526,1649991,ABR920887530585,,35,In Betrieb,2025-01-14,2025-01-14,,2024-10-04,SEE949676156744,518,1,Münster,48161,21,9.45,Solare Strahlungsenergie,,True,,8484286,9.45
7715284,5017330,ABR927012456109,,35,In Betrieb,2025-01-13,2025-01-13,,2023-12-28,SEE995657180154,518,1,Münster,48151,14,5.95,Solare Strahlungsenergie,,True,,8478781,5.124
8397413,5417076,ABR968786146070,,35,In Betrieb,2025-01-13,2025-01-13,,2024-12-17,SEE931392526826,518,1,Münster,48161,16,6.8,Solare Strahlungsenergie,,True,,8479474,5.0
9236602,5879459,ABR986076435956,,35,In Betrieb,2025-01-13,2025-01-13,,2025-01-13,SEE928694421287,518,1,Münster,48167,6,1.86,Solare Strahlungsenergie,,True,,8480203,0.8
9317620,5926056,ABR980823939803,,35,In Betrieb,2025-01-13,2025-01-13,,2025-01-13,SEE969328963926,518,1,Münster,48165,3,1.41,Solare Strahlungsenergie,,True,,8479543,0.8
9318100,5926284,ABR911264932450,,35,In Betrieb,2025-01-13,2025-01-13,,2025-01-13,SEE923909611576,518,1,Münster,48167,6,2.2,Solare Strahlungsenergie,,True,,8479882,2.0
