Id,AnlagenbetreiberId,AnlagenbetreiberMaStRNummer,AnlagenbetreiberName,BetriebsStatusId,BetriebsStatusName,DatumLetzteAktualisierung,EinheitMeldeDatum,EinheitName,InbetriebnahmeDatum,MaStRNummer,PersonenArtId,Typ,Ort,Plz,AnzahlSolarModule,Bruttoleistung,EnergietraegerName,Flurstueck,IsAnonymisiert,IsPilotwindanlage,LokationId,Nettonennleistung
8922248,5720134,ABR936900660474,,35,In Betrieb,2024-10-08,2024-10-08,,2024-10-08,SEE903064551603,518,1,Münster,48157,2,0.8,Solare Strahlungsenergie,,True,,8213103,0.8
8466526,3752509,ABR974771570713,,35,In Betrieb,2024-10-07,2024-10-07,,2024-09-23,SEE927920830107,518,1,Münster,48159,15,6.525,Solare Strahlungsenergie,,True,,8206632,5.0
8478360,5464762,ABR924739364168,,35,In Betrieb,2024-10-07,2024-10-07,,2024-09-01,SEE972894854574,518,1,Münster,48165,2,0.001,Solare Strahlungsenergie,,True,,8207294,0.001
8733777,5614588,ABR971659155819,,35,In Betrieb,2024-10-07,2024-10-07,,2024-09-23,SEE997691590227,518,1,Münster,48159,2,0.8,Solare Strahlungsenergie,,True,,8206046,0.8
8913160,5715240,ABR962640418891,,31,In Planung,2025-01-15,2024-10-07,,,SEE986884164192,518,1,Münster,48163,27,11.74,Solare Strahlungsenergie,,True,,,10.0
8913891,5715639,ABR969052690297,,35,In Betrieb,2024-10-07,2024-10-07,,2024-06-11,SEE923919177390,518,1,Münster,48151,20,8.5,Solare Strahlungsenergie,,True,,8207459,6.0
8916340,2537266,ABR985598482530,,35,In Betrieb,2024-10-07,2024-10-07,,2024-09-28,SEE957007016407,518,1,Münster,48163,23,9.545,Solare Strahlungsenergie,,True,,8209095,8.0
8916448,1155927,ABR942012747293,,31,In Planung,2024-11-12,2024-10-07,,,SEE963457906861,517,1,Münster,48159,364,149.24,Solare Strahlungsenergie,,False,,,149.24
8916647,5717158,ABR906649701639,,35,In Betrieb,2024-10-07,2024-10-07,,2024-10-07,SEE902743392506,518,1,Münster,48165,3,1.485,Solare Strahlungsenergie,,True,,8209295,0.8
8917110,5717249,ABR932811386144,,35,In Betrieb,2024-10-08,2024-10-07,,2024-10-07,SEE955056879639,518,1,Münster,48153,4,1.8,Solare Strahlungsenergie,,True,,8209625,0.8
8917182,5717480,ABR997893998685,,35,In Betrieb,2024-10-07,2024-10-07,,2024-09-11,SEE948072630902,518,1,Münster,48165,14,6.23,Solare Strahlungsenergie,,True,,8209667,4.758
8917348,5717572,ABR969071583273,,35,In Betrieb,2024-10-07,2024-10-07,,2024-10-07,SEE995186361864,518,1,Münster,48157,17,7.395,Solare Strahlungsenergie,,True,,8209788,5.0
8909897,5713297,ABR934622173814,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-04,SEE932572566694,518,1,Münster,48163,2,0.8,Solare Strahlungsenergie,,True,,8204617,0.8
8910821,5713882,ABR975741316423,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-06,SEE914346136388,518,1,Münster,48159,2,0.88,Solare Strahlungsenergie,,True,,8205327,0.6
8911035,5714037,ABR986220041545,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-06,SEE930031879859,518,1,Münster,48165,2,0.8,Solare Strahlungsenergie,,True,,8205489,0.8
8911388,5714267,ABR921816380806,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-05,SEE911321332957,518,1,Münster,48159,2,0.88,Solare Strahlungsenergie,,True,,8205755,0.8
8911543,5714368,ABR997230858986,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-06,SEE992698864937,518,1,Münster,48165,2,0.8,Solare Strahlungsenergie,,True,,8205862,0.8
8911655,5714441,ABR903625019009,,35,In Betrieb,2024-10-06,2024-10-06,,2024-10-06,SEE925089053795,518,1,Münster,48167,2,0.8,Solare Strahlungsenergie,,True,,8205937,0.8
8907331,5711591,ABR900510106301,,35,In Betrieb,2024-10-05,2024-10-05,,2024-10-05,SEE994135414125,518,1,Münster,48163,2,0.91,Solare Strahlungsenergie,,True,,8202644,0.8
8907621,5711799,ABR983618773316,,35,In Betrieb,2024-10-05,2024-10-05,,2024-09-02,SEE931790336843,518,1,Münster,48159,28,12.5,Solare Strahlungsenergie,,True,,8202869,10.0
8908365,5712302,ABR919594357202,,35,In Betrieb,2024-10-05,2024-10-05,,2024-10-05,SEE935994982837,518,1,Münster,48163,2,0.85,Solare Strahlungsenergie,,True,,8203456,0.8
8908682,5712511,ABR919386127174,,35,In Betrieb,2024-10-05,2024-10-05,,2024-07-01,SEE936078070471,518,1,Münster,48159,24,9.72,Solare Strahlungsenergie,,True,,8203700,8.5
8908687,5712511,ABR919386127174,,35,In Betrieb,2024-10-05,2024-10-05,,2024-08-23,SEE909168972887,518,1,Münster,48157,28,12.18,Solare Strahlungsenergie,,True,,8203704,10.0
8903038,5708998,ABR943883180639,,35,In Betrieb,2024-10-04,2024-10-04,,2024-09-24,SEE998546744253,518,1,Münster,48167,25,11.125,Solare Strahlungsenergie,,True,,8199633,10.0
8903636,5709359,ABR988919612241,,35,In Betrieb,2024-10-04,2024-10-04,,2024-09-26,SEE904184933744,518,1,Münster,48153,15,6.75,Solare Strahlungsenergie,,True,,8200039,6.0
8904020,5709578,ABR989567173252,,35,In Betrieb,2024-10-04,2024-10-04,,2024-10-04,SEE991988571524,518,1,Münster,48157,4,1.76,Solare Strahlungsenergie,,True,,8200291,0.8
8904154,5709661,ABR917550435292,,35,In Betrieb,2024-11-11,2024-10-04,,2024-08-30,SEE989616647123,518,1,Münster,48167,29,11.57,Solare Strahlungsenergie,,True,,8200371,11.57
8904642,3145222,ABR976177387537,,35,In Betrieb,2024-10-05,2024-10-04,,2024-10-04,SEE916225160699,518,1,Münster,48149,4,1.8,Solare Strahlungsenergie,,True,,8200707,0.8
8906413,5711019,ABR931823649308,,35,In Betrieb,2024-10-19,2024-10-04,,2024-09-27,SEE966927876633,518,1,Münster,48157,47,20.445,Solare Strahlungsenergie,,True,,8201960,16.0
8899897,5707210,ABR923039696931,,35,In Betrieb,2024-10-03,2024-10-03,,2024-09-12,SEE918377618646,518,1,Münster,48163,14,6.02,Solare Strahlungsenergie,,True,,8197459,6.0
8900437,5707485,ABR916648924847,,35,In Betrieb,2024-10-22,2024-10-03,,/Date(-1429660800000)/,SEE928888831281,518,1,Münster,48155,22,9.13,Solare Strahlungsenergie,,True,,8197818,9.13
8900485,5707510,ABR934832591316,,35,In Betrieb,2024-10-04,2024-10-03,,2024-10-03,SEE940389609305,518,1,Münster,48161,2,0.8,Solare Strahlungsenergie,,True,,8197853,0.8
8901064,5707848,ABR945868987288,,35,In Betrieb,2024-10-04,2024-10-03,,2024-10-03,SEE973538913558,518,1,Münster,48161,4,0.8,Solare Strahlungsenergie,,True,,8198254,0.8
8901436,5708066,ABR934783344702,,35,In Betrieb,2024-10-03,2024-10-03,,2024-10-03,SEE910579755778,518,1,Münster,48165,4,1.68,Solare Strahlungsenergie,,True,,8198496,0.8
8902111,5708514,ABR966925239355,,35,In Betrieb,2024-10-03,2024-10-03,,2024-10-01,SEE943443874060,518,1,Münster,48167,31,13.64,Solare Strahlungsenergie,,True,,8198986,10.0
8902376,5708646,ABR900655304013,,35,In Betrieb,2024-10-03,2024-10-03,,2024-10-01,SEE917183050817,518,1,Münster,48159,2,0.8,Solare Strahlungsenergie,,True,,8199151,0.8
8894670,5704445,ABR953737090823,,35,In Betrieb,2024-10-02,2024-10-02,,2024-08-17,SEE922838689519,518,1,Münster,48161,32,14.08,Solare Strahlungsenergie,,True,,8194008,13.0
8895730,5704960,ABR959562040149,,35,In Betrieb,2024-10-02,2024-10-02,,2024-08-26,SEE965906543566,518,1,Münster,48165,26,11.18,Solare Strahlungsenergie,,True,,8194666,10.0
8896524,5303425,ABR972441922145,,35,In Betrieb,2024-10-02,2024-10-02,,2024-09-16,SEE982485294764,518,1,Münster,48165,16,6.88,Solare Strahlungsenergie,,True,,8195179,6.5
8896569,5705385,ABR960620266258,,35,In Betrieb,2024-10-02,2024-10-02,,2024-07-29,SEE927083401275,517,1,Münster,48161,124,50.84,Solare Strahlungsenergie,,False,,8195263,50.0
8897054,5705715,ABR911540643148,,35,In Betrieb,2024-10-14,2024-10-02,,2024-07-15,SEE967903707712,518,1,Münster,48157,23,9.66,Solare Strahlungsenergie,,True,,8195529,9.66
8897742,5706079,ABR916957341441,,35,In Betrieb,2024-10-02,2024-10-02,,2024-10-02,SEE974666151898,518,1,Münster,48163,4,1.74,Solare Strahlungsenergie,,True,,8195969,0.8
8888595,5700039,ABR910158770741,,35,In Betrieb,2024-10-01,2024-10-01,,2024-09-27,SEE997248679672,518,1,Münster,48151,18,7.83,Solare Strahlungsenergie,,True,,8189926,7.83
8888810,5701513,ABR956059172666,,35,In Betrieb,2024-10-01,2024-10-01,,2024-09-30,SEE922990639278,518,1,Münster,48157,2,0.88,Solare Strahlungsenergie,,True,,8190072,0.8
8889136,5701666,ABR906961514474,,35,In Betrieb,2024-10-01,2024-10-01,,2024-10-01,SEE965058622225,518,1,Münster,48163,4,2.0,Solare Strahlungsenergie,,True,,8190296,0.8
8890121,5702141,ABR913976143674,,35,In Betrieb,2024-10-01,2024-10-01,,2024-09-01,SEE956346562491,518,1,Münster,48145,2,0.86,Solare Strahlungsenergie,,True,,8190931,0.8
8891966,5703105,ABR943631991050,,35,In Betrieb,2024-10-26,2024-10-01,,2024-05-21,SEE921090241565,518,1,Münster,48161,57,24.51,Solare Strahlungsenergie,,True,,8192130,24.51
8892390,5703304,ABR923801859014,,35,In Betrieb,2024-10-01,2024-10-01,,2024-09-25,SEE964552302411,518,1,Münster,48161,14,6.09,Solare Strahlungsenergie,,True,,8192443,6.0
8893127,5703760,ABR930741701433,,35,In Betrieb,2024-10-01,2024-10-01,,2024-10-01,SEE996013754989,518,1,Münster,48157,22,8.69,Solare Strahlungsenergie,,True,,8192957,8.0
8688005,5587920,ABR913840328138,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-18,SEE976833472225,518,1,Münster,48167,24,10.8,Solare Strahlungsenergie,,True,,8184640,10.0
8802013,5652699,ABR932551135033,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-16,SEE955546637688,518,1,Münster,48161,17,7.31,Solare Strahlungsenergie,,True,,8186857,7.31
8882193,5697877,ABR916761197197,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-28,SEE998196607373,518,1,Münster,48157,2,0.84,Solare Strahlungsenergie,,True,,8184506,0.8
8882716,5698157,ABR987527599555,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-30,SEE939048448898,518,1,Münster,48163,2,0.6,Solare Strahlungsenergie,,True,,8184906,0.6
8883074,5635400,ABR913699226616,,31,In Planung,2024-09-30,2024-09-30,,,SEE964252479475,518,1,Münster,48145,22,9.57,Solare Strahlungsenergie,,True,,,8.0
8883167,5698384,ABR967233169426,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-30,SEE925312986654,518,1,Münster,48167,2,0.8,Solare Strahlungsenergie,,True,,8185212,0.8
8883532,5698582,ABR997188166492,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-06,SEE934113392236,518,1,Münster,48165,2,0.86,Solare Strahlungsenergie,,True,,8185475,0.8
8883943,5698790,ABR980310095852,,35,In Betrieb,2024-09-30,2024-09-30,,2024-07-03,SEE912946206579,518,1,Münster,48159,12,5.4,Solare Strahlungsenergie,,True,,8185741,5.4
8884234,3415248,ABR995816609212,,35,In Betrieb,2024-09-30,2024-09-30,,2024-07-18,SEE946767065343,518,1,Münster,48165,14,5.32,Solare Strahlungsenergie,,True,,8185928,4.6
8885759,5699787,ABR985271763567,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-30,SEE990232829534,518,1,Münster,48157,2,0.88,Solare Strahlungsenergie,,True,,8186959,0.8
8886896,5700351,ABR919771429739,,35,In Betrieb,2024-09-30,2024-09-30,,2024-08-21,SEE934008713474,518,1,Münster,48155,21,8.61,Solare Strahlungsenergie,,True,,8187700,8.0
8887129,5700552,ABR939144415589,,35,In Betrieb,2024-09-30,2024-09-30,,2024-09-21,SEE936602900847,518,1,Münster,48167,2,0.605,Solare Strahlungsenergie,,True,,8187872,0.6
8881016,5697171,ABR949247627253,,35,In Betrieb,2024-09-29,2024-09-29,,2024-09-29,SEE984106970521,518,1,Münster,48157,4,1.76,Solare Strahlungsenergie,,True,,8183675,0.8
8881303,5697349,ABR929813582780,,35,In Betrieb,2024-09-29,2024-09-29,,2023-10-16,SEE972972836553,518,1,Münster,48161,10,4.25,Solare Strahlungsenergie,,True,,8183878,4.0
8876565,3579525,ABR951066522596,,35,In Betrieb,2024-09-28,2024-09-28,,2024-09-27,SEE949923238315,518,1,Münster,48145,19,8.075,Solare Strahlungsenergie,,True,,8180340,8.075
8876736,5694539,ABR919533842240,,35,In Betrieb,2024-09-28,2024-09-28,,2024-09-28,SEE919291400355,518,1,Münster,48167,2,0.87,Solare Strahlungsenergie,,True,,8180460,0.8
8878440,4674961,ABR961804520340,,35,In Betrieb,2024-09-28,2024-09-28,,2023-10-25,SEE906828537325,518,1,Münster,48163,2,0.6,Solare Strahlungsenergie,,True,,8181738,0.6
8141546,5263666,ABR932531580815,,35,In Betrieb,2024-09-27,2024-09-27,,2024-09-27,SEE911560477099,518,1,Münster,48161,24,10.16,Solare Strahlungsenergie,,True,,8178509,6.0
8872913,5692441,ABR968293606371,,35,In Betrieb,2024-09-27,2024-09-27,,2024-03-25,SEE982664955738,518,1,Münster,48145,14,5.88,Solare Strahlungsenergie,,True,,8177774,5.88
8873692,5692832,ABR977577759566,,35,In Betrieb,2024-09-27,2024-09-27,,2024-08-28,SEE957137329316,518,1,Münster,48167,16,7.04,Solare Strahlungsenergie,,True,,8178281,6.0
8874918,5693498,ABR973152869743,,35,In Betrieb,2024-09-27,2024-09-27,,2024-07-29,SEE955174237090,518,1,Münster,48161,14,5.95,Solare Strahlungsenergie,,True,,8179089,5.95
8875746,5693967,ABR990235635590,,35,In Betrieb,2024-09-27,2024-09-27,,2024-09-26,SEE918844815936,518,1,Münster,48163,13,5.72,Solare Strahlungsenergie,,True,,8179693,5.72
8866924,5689205,ABR953597743358,,35,In Betrieb,2024-09-26,2024-09-26,,2024-08-30,SEE956118815541,518,1,Münster,48161,21,8.72,Solare Strahlungsenergie,,True,,8173751,8.5
8868390,5690007,ABR989224418771,,35,In Betrieb,2024-09-26,2024-09-26,,2024-09-26,SEE963097732677,518,1,Münster,48163,4,1.7,Solare Strahlungsenergie,,True,,8174669,0.8
8868831,5690225,ABR939378874244,,35,In Betrieb,2024-09-26,2024-09-26,,2023-11-24,SEE991871749108,518,1,Münster,48167,35,13.65,Solare Strahlungsenergie,,True,,8174973,13.0
8869677,5690646,ABR944281662901,,35,In Betrieb,2024-09-26,2024-09-26,,2024-09-25,SEE971598555787,518,1,Münster,48147,17,6.8,Solare Strahlungsenergie,,True,,8175533,6.0
8870166,2735056,ABR970572455303,,35,In Betrieb,2024-09-26,2024-09-26,,2024-09-26,SEE995627382175,518,2,Münster,48159,,1.0,Wind,,True,False,8175921,1.0
8870424,5677459,ABR969676238356,,35,In Betrieb,2024-09-26,2024-09-26,,2024-09-23,SEE906059504936,518,1,Münster,48163,24,10.44,Solare Strahlungsenergie,,True,,8176055,10.0
8870550,5691133,ABR951048141746,,35,In Betrieb,2024-09-26,2024-09-26,,2024-09-26,SEE984633751631,518,1,Münster,48151,2,0.64,Solare Strahlungsenergie,,True,,8176138,0.6
8860698,5685827,ABR950871106694,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-25,SEE951842849602,518,1,Münster,48145,2,0.84,Solare Strahlungsenergie,,True,,8169520,0.8
8861892,5686212,ABR980716226812,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-25,SEE937308735849,518,1,Münster,48163,16,6.08,Solare Strahlungsenergie,,True,,8170320,6.0
8862168,5686614,ABR962615782132,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-24,SEE963280608925,518,1,Münster,48165,18,7.92,Solare Strahlungsenergie,,True,,8170493,6.588
8862593,5686855,ABR958776382601,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-14,SEE912368830147,518,1,Münster,48161,14,6.16,Solare Strahlungsenergie,,True,,8170756,6.0
8863029,5687110,ABR941828169848,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-25,SEE930545264349,518,1,Münster,48153,2,0.66,Solare Strahlungsenergie,,True,,8171045,0.6
8863476,5687296,ABR925892450019,,35,In Betrieb,2024-09-25,2024-09-25,,2024-09-25,SEE970241762220,518,1,Münster,48155,12,5.52,Solare Strahlungsenergie,,True,,8171335,4.6
8864918,5688082,ABR903225281127,,31,In Planung,2025-01-03,2024-09-25,,,SEE932888244323,518,1,Münster,48147,,6.88,Solare Strahlungsenergie,,True,,,6.88
8853262,5681885,ABR996734660507,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-23,SEE903777087260,518,1,Münster,48167,4,2.0,Solare Strahlungsenergie,,True,,8164419,0.8
8853846,5682188,ABR920509648308,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-03,SEE984674512628,518,1,Münster,48165,20,8.4,Solare Strahlungsenergie,,True,,8164803,8.4
8855130,5682868,ABR961888706012,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-17,SEE995567879674,518,1,Münster,48161,54,24.75,Solare Strahlungsenergie,,True,,8165694,20.0
8855796,5683196,ABR932960299470,,35,In Betrieb,2024-09-24,2024-09-24,,2024-08-15,SEE953507771396,518,1,Münster,48167,20,8.7,Solare Strahlungsenergie,,True,,8166135,8.0
8856549,5683599,ABR987218701113,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-23,SEE976122425468,518,1,Münster,48155,2,1.0,Solare Strahlungsenergie,,True,,8166647,0.8
8856860,5683751,ABR929951401868,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-01,SEE987346218514,518,1,Münster,48143,4,1.62,Solare Strahlungsenergie,,True,,8166840,0.8
8857605,5684153,ABR932071962331,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-24,SEE922924750253,518,1,Münster,48163,17,7.48,Solare Strahlungsenergie,,True,,8167351,7.48
8858038,5684372,ABR944313773506,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-10,SEE916258316193,518,1,Münster,48163,4,1.68,Solare Strahlungsenergie,,True,,8167653,0.8
8858179,5684446,ABR917990868148,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-24,SEE920813336113,518,1,Münster,48167,2,0.89,Solare Strahlungsenergie,,True,,8167755,0.8
8858407,5684582,ABR997844923025,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-23,SEE961564820278,518,1,Münster,48167,2,0.8,Solare Strahlungsenergie,,True,,8167917,0.8
8859566,5685235,ABR903467809394,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-03,SEE966342946799,518,1,Münster,48165,2,0.8,Solare Strahlungsenergie,,True,,8168747,0.8
8859617,5685264,ABR967920229976,,35,In Betrieb,2024-09-24,2024-09-24,,2024-09-23,SEE941485613784,518,1,Münster,48149,17,7.4,Solare Strahlungsenergie,,True,,8168788,7.4
7702017,2644053,ABR978356063416,,35,In Betrieb,2024-09-23,2024-09-23,,2024-08-07,SEE906905551749,517,1,Münster,48151,203,82.215,Solare Strahlungsenergie,,False,,8161774,75.0
8424433,5433192,ABR982004629169,,35,In Betrieb,2024-09-23,2024-09-23,,2024-09-18,SEE925166600171,518,1,Münster,48159,12,5.22,Solare Strahlungsenergie,,True,,8161436,5.0
8848104,5679064,ABR984918271922,,35,In Betrieb,2024-09-24,2024-09-23,,2024-09-21,SEE994372427254,518,1,Münster,48161,4,2.0,Solare Strahlungsenergie,,True,,8160899,0.8
8848478,5679253,ABR923960483891,,31,In Planung,2024-09-23,2024-09-23,,,SEE919707213890,518,1,Münster,48163,2,0.99,Solare Strahlungsenergie,,True,,,0.8
8849375,5679691,ABR916804553126,,35,In Betrieb,2024-09-23,2024-09-23,,2024-08-01,SEE982880797372,517,1,Münster,48167,58,24.36,Solare Strahlungsenergie,,True,,8161851,24.36
8849553,5679691,ABR916804553126,,35,In Betrieb,2024-09-23,2024-09-23,,2024-08-01,SEE909088939397,517,1,Münster,48167,58,24.36,Solare Strahlungsenergie,,True,,8161882,24.36
8849595,5679691,ABR916804553126,,35,In Betrieb,2024-09-23,2024-09-23,,2024-08-01,SEE914186372823,517,1,Münster,48167,58,24.36,Solare Strahlungsenergie,,True,,8161894,24.36
8849623,5679691,ABR916804553126,,35,In Betrieb,2024-09-23,2024-09-23,,2024-08-01,SEE974544777677,517,1,Münster,48167,58,24.36,Solare Strahlungsenergie,,True,,8161907,24.36
8851870,2602352,ABR983415833077,,35,In Betrieb,2024-09-23,2024-09-23,,2024-09-23,SEE913918729010,518,1,Münster,48167,2,0.88,Solare Strahlungsenergie,,True,,8163430,0.8
8764014,5631749,ABR946968304333,,35,In Betrieb,2024-09-22,2024-09-22,,2024-09-15,SEE924168077875,518,1,Münster,48145,2,0.88,Solare Strahlungsenergie,,True,,8159856,0.8
8844025,5676690,ABR992780695364,,35,In Betrieb,2024-09-22,2024-09-22,,2024-09-22,SEE914779013331,518,1,Münster,48153,2,0.78,Solare Strahlungsenergie,,True,,8157948,0.78
8845373,5677519,ABR956511140714,,35,In Betrieb,2024-09-23,2024-09-22,,2024-09-22,SEE995702459747,518,1,Münster,48161,2,0.8,Solare Strahlungsenergie,,True,,8158947,0.8
8845504,5677602,ABR992382264432,,35,In Betrieb,2024-09-22,2024-09-22,,2024-08-02,SEE966038467010,518,1,Münster,48161,14,5.6,Solare Strahlungsenergie,,True,,8159048,5.12
8842244,5675602,ABR992076090132,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-21,SEE960676075415,518,1,Münster,48163,2,0.62,Solare Strahlungsenergie,,True,,8156591,0.6
8842255,5668089,ABR973806989070,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-21,SEE940866307762,518,1,Münster,48151,2,0.8,Solare Strahlungsenergie,,True,,8156600,0.8
8842644,5675845,ABR908290990462,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-04,SEE975760587484,518,1,Münster,48163,20,8.3,Solare Strahlungsenergie,,True,,8156906,8.0
8842883,5675976,ABR933394501238,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-18,SEE927678979141,518,1,Münster,48167,15,8.0,Solare Strahlungsenergie,,True,,8157084,6.0
8842896,5675976,ABR933394501238,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-21,SEE950324392865,518,1,Münster,48167,2,0.445,Solare Strahlungsenergie,,True,,8157094,0.445
8843205,5635256,ABR915431862908,,35,In Betrieb,2024-09-21,2024-09-21,,2024-09-10,SEE933664909573,518,1,Münster,48163,16,6.96,Solare Strahlungsenergie,,True,,8157319,6.96
8833248,2830223,ABR918569555803,,31,In Planung,2024-09-20,2024-09-20,,,SEE936989214827,517,1,Münster,48151,162,72.09,Solare Strahlungsenergie,,False,,,72.09
8837062,5672647,ABR905005023545,,35,In Betrieb,2024-10-19,2024-09-20,,2024-08-12,SEE915258889454,518,1,Münster,48153,22,8.2,Solare Strahlungsenergie,,True,,8152823,8.2
8837184,5672721,ABR932443612437,,35,In Betrieb,2024-09-20,2024-09-20,,2024-09-20,SEE982362085140,518,1,Münster,48163,2,0.8,Solare Strahlungsenergie,,True,,8152913,0.8
8837266,5672772,ABR951029214346,,35,In Betrieb,2024-09-20,2024-09-20,,2024-09-18,SEE921287688890,518,1,Münster,48157,16,6.96,Solare Strahlungsenergie,,True,,8152967,6.0
8837976,5673120,ABR951529984534,,35,In Betrieb,2024-09-20,2024-09-20,,2024-06-17,SEE991980140452,518,1,Münster,48161,14,6.16,Solare Strahlungsenergie,,True,,8153450,6.16
8839090,5673698,ABR932438132919,,35,In Betrieb,2024-09-20,2024-09-20,,2024-09-18,SEE907958174824,518,1,Münster,48163,15,6.675,Solare Strahlungsenergie,,True,,8154209,6.0
8840274,5674396,ABR979942693444,,35,In Betrieb,2024-09-20,2024-09-20,,2024-09-18,SEE923941209540,518,1,Münster,48167,16,7.04,Solare Strahlungsenergie,,True,,8155089,6.0
8840472,5674510,ABR936420465238,,35,In Betrieb,2024-09-20,2024-09-20,,2024-09-20,SEE972419892043,518,1,Münster,48151,4,1.76,Solare Strahlungsenergie,,True,,8155228,0.8
8830548,5669090,ABR977952379235,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-19,SEE962399228956,518,1,Münster,48155,2,0.8,Solare Strahlungsenergie,,True,,8148363,0.3
8831540,5669595,ABR989178010250,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-10,SEE984963666841,518,1,Münster,48159,2,0.82,Solare Strahlungsenergie,,True,,8149035,0.8
8831674,5669651,ABR946711418874,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-18,SEE997008531509,518,1,Münster,48157,12,5.28,Solare Strahlungsenergie,,True,,8149118,5.0
8832105,5669901,ABR948855544952,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-19,SEE991804916034,518,1,Münster,48167,13,5.72,Solare Strahlungsenergie,,True,,8149403,5.72
8832414,5670057,ABR930086885065,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-19,SEE934081521331,518,1,Münster,48153,29,12.76,Solare Strahlungsenergie,,True,,8149610,10.0
8832717,1855522,ABR959570982158,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-16,SEE917983680962,517,1,Münster,48153,68,28.56,Solare Strahlungsenergie,,True,,8149853,25.0
8833669,5670762,ABR907799170177,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-19,SEE967446468972,518,1,Münster,48147,4,1.6,Solare Strahlungsenergie,,True,,8150436,0.8
8834357,5671155,ABR987066190367,,35,In Betrieb,2024-09-19,2024-09-19,,2024-09-16,SEE913453612907,518,1,Münster,48161,22,9.57,Solare Strahlungsenergie,,True,,8150941,8.052
8252246,1006928,ABR972884522681,Stadtwerke Münster GmbH,35,In Betrieb,2024-09-18,2024-09-18,PV-68 Alte Josefschule,2024-09-18,SEE943199878886,517,1,Münster,48151,192,84.48,Solare Strahlungsenergie,,False,,8144508,70.0
8824822,5666029,ABR912352754367,,35,In Betrieb,2024-09-18,2024-09-18,,2024-08-19,SEE927749352934,518,1,Münster,48155,18,7.83,Solare Strahlungsenergie,,True,,8144379,6.0
8824851,1219237,ABR979186451947,Stadt Münster,35,In Betrieb,2024-09-18,2024-09-18,PV Anlage_Friedhof Angelmodde,2024-09-17,SEE968950520675,517,1,Münster,48167,2,0.86,Solare Strahlungsenergie,,True,,8144458,0.8
8827182,5667251,ABR917714683484,,35,In Betrieb,2024-09-18,2024-09-18,,2024-09-15,SEE949577147193,518,1,Münster,48159,2,0.82,Solare Strahlungsenergie,,True,,8145957,0.6
8827189,5667254,ABR951554653658,,35,In Betrieb,2024-09-19,2024-09-18,,2024-09-18,SEE950921495655,518,1,Münster,48149,2,1.0,Solare Strahlungsenergie,,True,,8145961,0.8
8827219,5667251,ABR917714683484,,35,In Betrieb,2024-09-18,2024-09-18,,2024-09-15,SEE931979532660,518,1,Münster,48159,2,0.82,Solare Strahlungsenergie,,True,,8145987,0.6
8827251,1354538,ABR950769653231,,35,In Betrieb,2024-09-18,2024-09-18,,2024-08-08,SEE930817580436,518,1,Münster,48157,30,13.05,Solare Strahlungsenergie,,True,,8146015,10.0
8827259,1542130,ABR926195557412,,35,In Betrieb,2024-09-18,2024-09-18,,2023-10-23,SEE909211985420,518,1,Münster,48157,,25.0,Solare Strahlungsenergie,,True,,8146116,25.0
